date,6Y,7Y,10Y,20Y
12/29/1997,6.79,7.11,7.43,8.04
12/30/1997,6.81,7.2,7.5,8.12
12/31/1997,6.78,7.11,7.4,8
1/2/1998,6.69,7.06,7.41,7.94
1/5/1998,6.53,6.9,7.24,7.78
1/6/1998,6.49,6.82,7.18,7.84
1/7/1998,6.54,6.91,7.24,7.94
1/8/1998,6.42,6.85,7.24,7.87
1/9/1998,6.28,6.71,7.1,7.83
1/12/1998,6.34,6.77,7.04,7.75
1/13/1998,6.36,6.82,7.16,7.73
1/14/1998,6.38,6.85,7.14,7.79
1/15/1998,6.4,6.82,7.21,7.8
1/16/1998,6.48,6.86,7.3,7.85
1/20/1998,6.55,6.89,7.28,7.93
1/21/1998,6.51,6.88,7.3,7.91
1/22/1998,6.46,6.9,7.26,7.95
1/23/1998,6.63,7.05,7.37,7.99
1/26/1998,6.55,6.98,7.32,7.98
1/27/1998,6.62,7.08,7.37,7.98
1/28/1998,6.61,7.04,7.38,8.03
1/29/1998,6.48,6.92,7.29,7.92
1/30/1998,6.44,6.86,7.27,7.92
2/2/1998,6.52,6.89,7.31,7.97
2/3/1998,6.46,6.92,7.23,7.94
2/4/1998,6.51,6.94,7.23,7.9
2/5/1998,6.51,6.96,7.33,7.96
2/6/1998,6.56,6.94,7.35,8
2/9/1998,6.61,7,7.37,7.98
2/10/1998,6.58,6.98,7.32,8.05
2/11/1998,6.53,6.92,7.23,7.93
2/12/1998,6.53,6.9,7.28,7.99
2/13/1998,6.54,6.88,7.22,7.9
2/17/1998,6.49,6.88,7.2,7.9
2/18/1998,6.53,6.89,7.14,7.93
2/19/1998,6.57,6.96,7.27,7.94
2/20/1998,6.59,6.95,7.27,7.88
2/23/1998,6.6,6.98,7.29,7.96
2/24/1998,6.74,7.1,7.42,8.03
2/25/1998,6.68,7.03,7.34,8.04
2/26/1998,6.67,7.05,7.31,8.02
2/27/1998,6.68,7.07,7.34,8.02
3/2/1998,6.77,7.13,7.48,8.06
3/3/1998,6.8,7.17,7.5,8.12
3/4/1998,6.78,7.21,7.46,8.13
3/5/1998,6.76,7.19,7.51,8.09
3/6/1998,6.73,7.14,7.41,8.1
3/9/1998,6.67,7.1,7.32,8
3/10/1998,6.72,7.12,7.35,8.04
3/11/1998,6.63,7.02,7.33,7.96
3/12/1998,6.59,6.98,7.23,7.9
3/13/1998,6.59,7.04,7.33,8
3/16/1998,6.61,6.96,7.23,7.94
3/17/1998,6.61,6.99,7.3,8
3/18/1998,6.65,7.05,7.24,7.95
3/19/1998,6.63,6.99,7.34,7.99
3/20/1998,6.65,7.02,7.28,7.95
3/23/1998,6.62,6.96,7.33,7.94
3/24/1998,6.66,6.99,7.24,8.01
3/25/1998,6.72,7.03,7.38,7.99
3/26/1998,6.75,7.13,7.34,8.01
3/27/1998,6.75,7.08,7.33,8
3/30/1998,6.79,7.13,7.45,8.06
3/31/1998,6.7,7.14,7.32,8
4/1/1998,6.66,7.03,7.32,8.02
4/2/1998,6.64,7.02,7.26,7.9
4/3/1998,6.52,6.92,7.19,7.83
4/6/1998,6.55,6.98,7.16,7.84
4/7/1998,6.55,6.92,7.26,7.9
4/8/1998,6.61,6.97,7.34,8
4/9/1998,6.64,7.01,7.34,7.92
4/13/1998,6.7,7.1,7.34,7.97
4/14/1998,6.66,7.05,7.33,8
4/15/1998,6.64,7.06,7.28,7.98
4/16/1998,6.63,7.03,7.34,7.98
4/17/1998,6.64,6.97,7.28,7.96
4/20/1998,6.68,7.09,7.41,8.04
4/21/1998,6.71,7.1,7.44,7.98
4/22/1998,6.75,7.08,7.33,8.01
4/23/1998,6.76,7.13,7.45,8.05
4/24/1998,6.74,7.09,7.34,7.98
4/27/1998,6.82,7.22,7.49,8.2
4/28/1998,6.88,7.22,7.48,8.18
4/29/1998,6.85,7.2,7.53,8.21
4/30/1998,6.71,7.13,7.38,8.04
5/1/1998,6.73,7.05,7.39,8.06
5/4/1998,6.73,7.1,7.34,7.99
5/5/1998,6.71,7.1,7.37,8.01
5/6/1998,6.68,7.05,7.36,8
5/7/1998,6.65,7.1,7.43,7.98
5/8/1998,6.71,7.13,7.44,8.02
5/11/1998,6.8,7.18,7.51,8.18
5/12/1998,6.74,7.08,7.44,8.1
5/13/1998,6.7,7.1,7.37,8.07
5/14/1998,6.73,7.11,7.43,8.09
5/15/1998,6.73,7.12,7.39,8.06
5/18/1998,6.71,7.08,7.38,7.95
5/19/1998,6.69,7.11,7.4,8.06
5/20/1998,6.65,7.01,7.26,7.95
5/21/1998,6.71,7.08,7.38,8.01
5/22/1998,6.72,7.11,7.39,8.02
5/26/1998,6.69,7.04,7.24,7.97
5/27/1998,6.65,6.99,7.29,7.92
5/28/1998,6.62,6.98,7.27,7.93
5/29/1998,6.62,7.03,7.23,7.94
6/1/1998,6.59,6.97,7.24,7.86
6/2/1998,6.66,7.02,7.3,7.94
6/3/1998,6.67,7,7.27,7.91
6/4/1998,6.67,6.98,7.26,7.95
6/5/1998,6.65,7.03,7.34,7.87
6/8/1998,6.65,7,7.24,7.91
6/9/1998,6.69,6.99,7.3,7.93
6/10/1998,6.62,6.93,7.27,7.76
6/11/1998,6.51,6.85,7.16,7.75
6/12/1998,6.48,6.82,7.16,7.74
6/15/1998,6.47,6.78,7.09,7.69
6/16/1998,6.54,6.86,7.21,7.75
6/17/1998,6.63,6.96,7.24,7.8
6/18/1998,6.62,6.97,7.17,7.84
6/19/1998,6.58,6.88,7.12,7.81
6/22/1998,6.57,6.89,7.18,7.77
6/23/1998,6.57,6.91,7.19,7.73
6/24/1998,6.54,6.88,7.13,7.76
6/25/1998,6.59,6.94,7.11,7.73
6/26/1998,6.54,6.87,7.11,7.78
6/29/1998,6.58,6.95,7.15,7.7
6/30/1998,6.55,6.89,7.2,7.75
7/1/1998,6.51,6.86,7.14,7.79
7/2/1998,6.49,6.84,7.07,7.68
7/6/1998,6.49,6.79,7.13,7.72
7/7/1998,6.5,6.87,7.11,7.66
7/8/1998,6.5,6.88,7.15,7.74
7/9/1998,6.45,6.8,7.12,7.68
7/10/1998,6.46,6.85,7.15,7.73
7/13/1998,6.52,6.86,7.11,7.85
7/14/1998,6.55,6.93,7.2,7.84
7/15/1998,6.52,6.9,7.17,7.88
7/16/1998,6.56,6.91,7.17,7.81
7/17/1998,6.55,6.93,7.18,7.8
7/20/1998,6.57,6.92,7.22,7.83
7/21/1998,6.51,6.9,7.16,7.76
7/22/1998,6.52,6.88,7.16,7.82
7/23/1998,6.53,6.87,7.19,7.75
7/24/1998,6.53,6.87,7.2,7.79
7/27/1998,6.55,6.92,7.18,7.87
7/28/1998,6.59,6.9,7.15,7.9
7/29/1998,6.62,6.99,7.23,7.83
7/30/1998,6.59,6.95,7.24,7.83
7/31/1998,6.6,6.93,7.19,7.78
8/3/1998,6.55,6.9,7.19,7.73
8/4/1998,6.51,6.83,7.11,7.76
8/5/1998,6.48,6.87,7.09,7.7
8/6/1998,6.48,6.82,7.15,7.75
8/7/1998,6.48,6.8,7.16,7.7
8/10/1998,6.45,6.83,7.14,7.68
8/11/1998,6.43,6.77,7.11,7.69
8/12/1998,6.39,6.78,7.12,7.76
8/13/1998,6.46,6.83,7.13,7.72
8/14/1998,6.42,6.82,7.16,7.66
8/17/1998,6.41,6.78,7.09,7.67
8/18/1998,6.45,6.79,7.15,7.72
8/19/1998,6.4,6.75,7.13,7.7
8/20/1998,6.41,6.78,7.03,7.61
8/21/1998,6.29,6.73,7.02,7.6
8/24/1998,6.25,6.69,7,7.68
8/25/1998,6.2,6.61,6.9,7.63
8/26/1998,6.19,6.56,6.94,7.57
8/27/1998,6.06,6.5,6.78,7.49
8/28/1998,6.03,6.42,6.81,7.49
8/31/1998,6.01,6.37,6.74,7.49
9/1/1998,5.98,6.39,6.75,7.51
9/2/1998,6.01,6.44,6.85,7.48
9/3/1998,5.99,6.38,6.76,7.48
9/4/1998,5.98,6.36,6.72,7.39
9/8/1998,5.98,6.36,6.73,7.52
9/9/1998,5.86,6.27,6.61,7.41
9/10/1998,5.63,6.1,6.52,7.34
9/11/1998,5.75,6.14,6.51,7.32
9/14/1998,5.72,6.19,6.63,7.36
9/15/1998,5.78,6.17,6.55,7.46
9/16/1998,5.76,6.22,6.63,7.43
9/17/1998,5.7,6.11,6.48,7.35
9/18/1998,5.6,5.99,6.46,7.33
9/21/1998,5.56,6.01,6.4,7.38
9/22/1998,5.66,6.07,6.41,7.38
9/23/1998,5.53,6,6.4,7.37
9/24/1998,5.52,5.89,6.3,7.29
9/25/1998,5.48,5.93,6.28,7.31
9/28/1998,5.49,5.93,6.33,7.38
9/29/1998,5.45,5.88,6.26,7.35
9/30/1998,5.33,5.78,6.11,7.17
10/1/1998,5.15,5.65,6.04,7.12
10/2/1998,5.17,5.58,6.03,7.02
10/5/1998,5.04,5.47,5.82,6.9
10/6/1998,5.14,5.58,6,7.06
10/7/1998,5.23,5.74,6.02,7.04
10/8/1998,5.34,5.96,6.27,7.32
10/9/1998,5.55,6.14,6.44,7.55
10/13/1998,5.44,6.12,6.47,7.5
10/14/1998,5.32,5.95,6.34,7.35
10/15/1998,5.33,5.89,6.34,7.42
10/16/1998,5.11,5.78,6.15,7.34
10/19/1998,5.11,5.77,6.22,7.27
10/20/1998,5.21,5.8,6.23,7.45
10/21/1998,5.23,5.86,6.28,7.37
10/22/1998,5.27,5.89,6.27,7.43
10/23/1998,5.34,5.93,6.46,7.46
10/26/1998,5.41,5.96,6.42,7.38
10/27/1998,5.31,5.82,6.38,7.28
10/28/1998,5.24,5.76,6.26,7.38
10/29/1998,5.19,5.72,6.2,7.26
10/30/1998,5.29,5.87,6.36,7.36
11/2/1998,5.48,6.02,6.45,7.52
11/3/1998,5.41,6.03,6.47,7.45
11/4/1998,5.58,6.12,6.55,7.56
11/5/1998,5.57,6.14,6.55,7.5
11/6/1998,5.67,6.32,6.58,7.63
11/9/1998,5.6,6.23,6.53,7.53
11/10/1998,5.6,6.11,6.56,7.44
11/12/1998,5.57,6.12,6.46,7.47
11/13/1998,5.61,6.16,6.58,7.43
11/16/1998,5.64,6.19,6.52,7.46
11/17/1998,5.62,6.15,6.58,7.54
11/18/1998,5.63,6.17,6.53,7.42
11/19/1998,5.69,6.21,6.53,7.44
11/20/1998,5.65,6.16,6.51,7.4
11/23/1998,5.66,6.18,6.54,7.46
11/24/1998,5.68,6.19,6.52,7.52
11/25/1998,5.7,6.14,6.59,7.5
11/27/1998,5.69,6.2,6.52,7.38
11/30/1998,5.58,6.04,6.5,7.31
12/1/1998,5.52,5.97,6.4,7.29
12/2/1998,5.41,5.93,6.25,7.32
12/3/1998,5.4,5.91,6.31,7.34
12/4/1998,5.43,5.95,6.32,7.38
12/7/1998,5.57,6.03,6.41,7.39
12/8/1998,5.49,6,6.34,7.27
12/9/1998,5.44,5.9,6.31,7.24
12/10/1998,5.43,5.89,6.22,7.27
12/11/1998,5.47,5.99,6.37,7.36
12/14/1998,5.45,5.95,6.26,7.33
12/15/1998,5.45,6.02,6.36,7.4
12/16/1998,5.4,5.9,6.3,7.3
12/17/1998,5.4,5.94,6.29,7.33
12/18/1998,5.45,5.97,6.28,7.28
12/21/1998,5.55,6.05,6.3,7.42
12/22/1998,5.58,6.06,6.44,7.5
12/23/1998,5.71,6.24,6.5,7.46
12/24/1998,5.84,6.24,6.55,7.58
12/28/1998,5.73,6.21,6.43,7.48
12/29/1998,5.69,6.12,6.39,7.42
12/30/1998,5.64,6.04,6.41,7.41
12/31/1998,5.63,6.1,6.34,7.41
1/4/1999,5.63,6.1,6.45,7.41
1/5/1999,5.72,6.19,6.5,7.5
1/6/1999,5.7,6.15,6.46,7.4
1/7/1999,5.7,6.21,6.45,7.53
1/8/1999,5.82,6.29,6.52,7.57
1/11/1999,5.83,6.32,6.59,7.61
1/12/1999,5.76,6.27,6.5,7.57
1/13/1999,5.66,6.19,6.5,7.45
1/14/1999,5.58,6.09,6.36,7.45
1/15/1999,5.62,6.13,6.39,7.48
1/19/1999,5.66,6.15,6.44,7.52
1/20/1999,5.72,6.26,6.48,7.44
1/21/1999,5.68,6.16,6.39,7.49
1/22/1999,5.61,6.07,6.29,7.35
1/25/1999,5.6,6.09,6.32,7.37
1/26/1999,5.64,6.12,6.35,7.46
1/27/1999,5.63,6.09,6.35,7.41
1/28/1999,5.67,6.11,6.33,7.33
1/29/1999,5.65,6.07,6.36,7.36
2/1/1999,5.7,6.2,6.46,7.4
2/2/1999,5.76,6.21,6.47,7.48
2/3/1999,5.83,6.31,6.55,7.54
2/4/1999,5.88,6.4,6.59,7.62
2/5/1999,5.97,6.4,6.62,7.57
2/8/1999,5.91,6.37,6.6,7.6
2/9/1999,5.86,6.35,6.57,7.55
2/10/1999,5.84,6.33,6.57,7.61
2/11/1999,5.93,6.36,6.65,7.55
2/12/1999,6.01,6.54,6.75,7.82
2/16/1999,6.06,6.49,6.72,7.69
2/17/1999,5.99,6.48,6.65,7.65
2/18/1999,6.01,6.51,6.73,7.67
2/19/1999,6.09,6.57,6.81,7.67
2/22/1999,6.05,6.47,6.68,7.65
2/23/1999,6.09,6.53,6.8,7.8
2/24/1999,6.19,6.64,6.86,7.88
2/25/1999,6.28,6.83,7.03,7.96
2/26/1999,6.31,6.76,6.99,7.8
3/1/1999,6.42,6.82,7.11,8
3/2/1999,6.32,6.84,7.07,7.87
3/3/1999,6.35,6.85,7.09,7.99
3/4/1999,6.41,6.86,7.15,8.03
3/5/1999,6.31,6.82,7.01,7.88
3/8/1999,6.27,6.8,6.94,7.85
3/9/1999,6.16,6.67,6.83,7.85
3/10/1999,6.19,6.73,6.87,7.92
3/11/1999,6.18,6.72,6.9,7.91
3/12/1999,6.13,6.68,6.83,7.8
3/15/1999,6.12,6.69,6.87,7.74
3/16/1999,6.13,6.59,6.77,7.72
3/17/1999,6.14,6.64,6.86,7.76
3/18/1999,6.12,6.6,6.86,7.75
3/19/1999,6.15,6.71,6.89,7.81
3/22/1999,6.2,6.67,6.86,7.92
3/23/1999,6.2,6.68,6.93,7.9
3/24/1999,6.14,6.63,6.91,7.85
3/25/1999,6.22,6.73,6.93,7.83
3/26/1999,6.18,6.73,6.86,7.89
3/29/1999,6.24,6.74,6.96,8
3/30/1999,6.15,6.7,6.9,7.92
3/31/1999,6.22,6.78,6.9,7.93
4/1/1999,6.24,6.79,6.95,7.99
4/2/1999,6.17,6.66,6.94,7.91
4/5/1999,6.12,6.73,6.92,7.89
4/6/1999,6.07,6.64,6.79,7.77
4/7/1999,6.09,6.64,6.86,7.79
4/8/1999,6,6.49,6.68,7.72
4/9/1999,6.06,6.52,6.7,7.72
4/12/1999,6.06,6.51,6.73,7.73
4/13/1999,6.09,6.63,6.88,7.73
4/14/1999,6.13,6.59,6.87,7.8
4/15/1999,6.16,6.6,6.93,7.79
4/16/1999,6.23,6.7,6.98,7.89
4/19/1999,6.17,6.65,6.83,7.81
4/20/1999,6.13,6.64,6.86,7.75
4/21/1999,6.12,6.64,6.93,7.76
4/22/1999,6.23,6.74,6.97,7.92
4/23/1999,6.25,6.71,6.96,7.84
4/26/1999,6.21,6.67,6.92,7.82
4/27/1999,6.21,6.64,6.92,7.88
4/28/1999,6.21,6.68,7.03,7.81
4/29/1999,6.14,6.66,6.91,7.82
4/30/1999,6.33,6.75,7.06,7.95
5/3/1999,6.34,6.83,7.12,7.99
5/4/1999,6.37,6.84,7.09,8.01
5/5/1999,6.34,6.8,7.11,7.97
5/6/1999,6.49,6.95,7.18,8.12
5/7/1999,6.47,6.99,7.23,8.16
5/10/1999,6.43,6.98,7.19,8.06
5/11/1999,6.45,6.97,7.34,8.07
5/12/1999,6.46,6.93,7.24,8.13
5/13/1999,6.37,6.88,7.09,8.05
5/14/1999,6.53,7.04,7.3,8.21
5/17/1999,6.59,7.12,7.33,8.12
5/18/1999,6.63,7.18,7.33,8.13
5/19/1999,6.64,7.12,7.32,8.11
5/20/1999,6.62,7.1,7.32,8.16
5/21/1999,6.56,7.04,7.19,8.09
5/24/1999,6.53,6.99,7.2,8.09
5/25/1999,6.53,6.99,7.16,8.05
5/26/1999,6.56,7.07,7.24,8.1
5/27/1999,6.68,7.18,7.38,8.18
5/28/1999,6.65,7.23,7.36,8.2
6/1/1999,6.82,7.35,7.54,8.29
6/2/1999,6.85,7.32,7.53,8.29
6/3/1999,6.83,7.35,7.48,8.3
6/4/1999,6.85,7.3,7.48,8.24
6/7/1999,6.81,7.29,7.47,8.23
6/8/1999,6.82,7.35,7.53,8.28
6/9/1999,6.87,7.36,7.58,8.27
6/10/1999,6.92,7.47,7.58,8.35
6/11/1999,7,7.54,7.69,8.44
6/14/1999,6.96,7.46,7.63,8.47
6/15/1999,6.94,7.45,7.65,8.47
6/16/1999,6.91,7.48,7.59,8.37
6/17/1999,6.76,7.32,7.55,8.24
6/18/1999,6.83,7.33,7.58,8.28
6/21/1999,6.91,7.44,7.62,8.39
6/22/1999,6.89,7.42,7.61,8.44
6/23/1999,6.98,7.5,7.71,8.46
6/24/1999,6.99,7.55,7.8,8.47
6/25/1999,7.01,7.51,7.7,8.48
6/28/1999,6.93,7.45,7.72,8.42
6/29/1999,6.91,7.46,7.65,8.37
6/30/1999,6.74,7.27,7.47,8.29
7/1/1999,6.8,7.34,7.57,8.34
7/2/1999,6.75,7.36,7.47,8.35
7/6/1999,6.87,7.42,7.61,8.35
7/7/1999,6.84,7.44,7.64,8.33
7/8/1999,6.78,7.32,7.57,8.25
7/9/1999,6.77,7.32,7.53,8.34
7/12/1999,6.72,7.22,7.48,8.26
7/13/1999,6.7,7.26,7.42,8.19
7/14/1999,6.71,7.26,7.41,8.16
7/15/1999,6.68,7.24,7.48,8.22
7/16/1999,6.67,7.16,7.43,8.23
7/19/1999,6.66,7.16,7.35,8.15
7/20/1999,6.63,7.16,7.4,8.13
7/21/1999,6.65,7.15,7.41,8.21
7/22/1999,6.74,7.34,7.45,8.23
7/23/1999,6.78,7.37,7.52,8.34
7/26/1999,6.78,7.36,7.58,8.36
7/27/1999,6.78,7.33,7.51,8.29
7/28/1999,6.79,7.31,7.53,8.34
7/29/1999,6.89,7.44,7.58,8.34
7/30/1999,6.91,7.47,7.67,8.37
8/2/1999,6.92,7.47,7.68,8.4
8/3/1999,6.93,7.5,7.63,8.46
8/4/1999,6.93,7.53,7.69,8.45
8/5/1999,6.84,7.45,7.59,8.4
8/6/1999,6.99,7.59,7.68,8.45
8/9/1999,7.1,7.66,7.81,8.55
8/10/1999,7.07,7.7,7.89,8.57
8/11/1999,7.02,7.71,7.72,8.56
8/12/1999,7.07,7.73,7.8,8.6
8/13/1999,6.96,7.55,7.63,8.42
8/16/1999,6.96,7.54,7.72,8.44
8/17/1999,6.89,7.46,7.6,8.46
8/18/1999,6.89,7.45,7.6,8.4
8/19/1999,6.9,7.48,7.59,8.42
8/20/1999,6.84,7.46,7.54,8.42
8/23/1999,6.87,7.46,7.58,8.42
8/24/1999,6.83,7.46,7.54,8.38
8/25/1999,6.72,7.29,7.43,8.26
8/26/1999,6.74,7.36,7.42,8.28
8/27/1999,6.85,7.45,7.5,8.43
8/30/1999,6.96,7.5,7.68,8.43
8/31/1999,6.93,7.59,7.63,8.46
9/1/1999,6.96,7.56,7.73,8.52
9/2/1999,7,7.56,7.7,8.59
9/3/1999,6.88,7.52,7.64,8.49
9/7/1999,6.91,7.51,7.64,8.51
9/8/1999,6.9,7.5,7.62,8.5
9/9/1999,6.95,7.57,7.64,8.55
9/10/1999,6.86,7.43,7.55,8.46
9/13/1999,6.87,7.49,7.65,8.52
9/14/1999,6.92,7.57,7.72,8.55
9/15/1999,6.91,7.54,7.7,8.53
9/16/1999,6.83,7.45,7.6,8.46
9/17/1999,6.84,7.46,7.6,8.49
9/20/1999,6.89,7.5,7.67,8.47
9/21/1999,6.91,7.51,7.6,8.55
9/22/1999,6.91,7.48,7.57,8.55
9/23/1999,6.81,7.44,7.58,8.48
9/24/1999,6.72,7.29,7.42,8.34
9/27/1999,6.79,7.4,7.59,8.42
9/28/1999,6.83,7.43,7.56,8.52
9/29/1999,6.92,7.56,7.66,8.57
9/30/1999,6.84,7.44,7.62,8.43
10/1/1999,6.99,7.59,7.67,8.54
10/4/1999,6.9,7.5,7.69,8.47
10/5/1999,7.02,7.59,7.71,8.63
10/6/1999,7.07,7.66,7.7,8.61
10/7/1999,7.07,7.65,7.79,8.64
10/8/1999,7.04,7.66,7.77,8.63
10/12/1999,7.09,7.69,7.72,8.6
10/13/1999,7.09,7.72,7.81,8.68
10/14/1999,7.16,7.78,7.84,8.72
10/15/1999,7.05,7.72,7.77,8.64
10/18/1999,7.08,7.68,7.81,8.66
10/19/1999,7.19,7.74,7.91,8.77
10/20/1999,7.17,7.76,7.9,8.69
10/21/1999,7.18,7.77,7.89,8.79
10/22/1999,7.23,7.78,7.87,8.73
10/25/1999,7.19,7.8,7.95,8.72
10/26/1999,7.22,7.86,8,8.77
10/27/1999,7.2,7.75,7.86,8.76
10/28/1999,7.1,7.68,7.82,8.65
10/29/1999,7.04,7.53,7.74,8.57
11/1/1999,7.09,7.58,7.73,8.58
11/2/1999,7.03,7.55,7.71,8.46
11/3/1999,7.04,7.53,7.66,8.45
11/4/1999,6.99,7.45,7.6,8.5
11/5/1999,6.95,7.45,7.59,8.39
11/8/1999,6.99,7.46,7.66,8.45
11/9/1999,6.96,7.49,7.71,8.44
11/10/1999,6.99,7.47,7.72,8.45
11/12/1999,6.95,7.41,7.6,8.43
11/15/1999,6.97,7.42,7.69,8.33
11/16/1999,7.01,7.47,7.69,8.44
11/17/1999,7.05,7.53,7.72,8.45
11/18/1999,7.05,7.58,7.77,8.55
11/19/1999,7.1,7.58,7.82,8.52
11/22/1999,7.08,7.58,7.79,8.53
11/23/1999,7.1,7.62,7.76,8.46
11/24/1999,7.11,7.62,7.75,8.51
11/26/1999,7.14,7.65,7.83,8.54
11/29/1999,7.24,7.72,7.92,8.63
11/30/1999,7.17,7.64,7.88,8.6
12/1/1999,7.19,7.67,7.94,8.61
12/2/1999,7.26,7.73,7.93,8.7
12/3/1999,7.16,7.65,7.87,8.66
12/6/1999,7.14,7.6,7.91,8.61
12/7/1999,7.1,7.57,7.77,8.49
12/8/1999,7.14,7.61,7.88,8.54
12/9/1999,7.13,7.55,7.88,8.51
12/10/1999,7.05,7.54,7.77,8.46
12/13/1999,7.11,7.56,7.78,8.54
12/14/1999,7.17,7.65,7.97,8.61
12/15/1999,7.2,7.7,7.95,8.69
12/16/1999,7.28,7.81,7.98,8.7
12/17/1999,7.27,7.79,7.95,8.8
12/20/1999,7.34,7.88,8.11,8.86
12/21/1999,7.35,7.89,8.1,8.86
12/22/1999,7.39,7.9,8.1,8.83
12/23/1999,7.42,7.87,8.17,8.82
12/27/1999,7.38,7.85,8.1,8.76
12/28/1999,7.4,7.91,8.16,8.77
12/29/1999,7.39,7.88,8.16,8.8
12/30/1999,7.4,7.83,8.1,8.78
12/31/1999,7.43,7.94,8.14,8.81
1/3/2000,7.6,8,8.27,8.89
1/4/2000,7.5,7.96,8.18,8.8
1/5/2000,7.6,8.07,8.27,9
1/6/2000,7.56,7.96,8.33,8.83
1/7/2000,7.51,7.91,8.24,8.82
1/10/2000,7.56,8.01,8.25,8.9
1/11/2000,7.65,8.1,8.43,8.89
1/12/2000,7.7,8.12,8.47,8.96
1/13/2000,7.61,8.07,8.37,8.92
1/14/2000,7.66,8.04,8.37,8.94
1/18/2000,7.73,8.15,8.4,8.99
1/19/2000,7.71,8.14,8.42,8.94
1/20/2000,7.77,8.15,8.55,8.99
1/21/2000,7.76,8.18,8.54,8.88
1/24/2000,7.69,8.07,8.43,8.81
1/25/2000,7.7,8.08,8.41,8.85
1/26/2000,7.67,8.1,8.4,8.77
1/27/2000,7.74,8.11,8.39,8.77
1/28/2000,7.78,8.05,8.42,8.64
1/31/2000,7.76,8.12,8.36,8.76
2/1/2000,7.75,8.11,8.34,8.67
2/2/2000,7.79,8.06,8.26,8.62
2/3/2000,7.63,7.99,8.23,8.56
2/4/2000,7.74,8.07,8.24,8.58
2/7/2000,7.83,8.18,8.36,8.65
2/8/2000,7.81,8.1,8.24,8.53
2/9/2000,7.87,8.17,8.21,8.58
2/10/2000,7.88,8.26,8.34,8.66
2/11/2000,7.87,8.21,8.39,8.59
2/14/2000,7.82,8.13,8.28,8.6
2/15/2000,7.84,8.11,8.22,8.55
2/16/2000,7.85,8.12,8.27,8.64
2/17/2000,7.85,8.19,8.31,8.54
2/18/2000,7.81,8.08,8.22,8.48
2/22/2000,7.7,7.93,8.03,8.38
2/23/2000,7.72,8.07,8.09,8.46
2/24/2000,7.64,7.96,8.05,8.46
2/25/2000,7.55,7.97,8.04,8.51
2/28/2000,7.59,7.95,8.07,8.52
2/29/2000,7.71,8.02,8.12,8.52
3/1/2000,7.67,7.96,8.08,8.54
3/2/2000,7.65,7.97,8.11,8.5
3/3/2000,7.65,7.99,8.07,8.4
3/6/2000,7.74,7.98,8.18,8.51
3/7/2000,7.66,8.02,8.14,8.41
3/8/2000,7.66,7.96,8.09,8.46
3/9/2000,7.62,7.94,8.03,8.51
3/10/2000,7.7,7.96,8.07,8.49
3/13/2000,7.64,7.93,8.06,8.55
3/14/2000,7.58,7.88,8.04,8.48
3/15/2000,7.55,7.91,7.96,8.43
3/16/2000,7.53,7.88,7.96,8.43
3/17/2000,7.52,7.83,7.96,8.37
3/20/2000,7.53,7.78,7.87,8.33
3/21/2000,7.54,7.75,7.81,8.3
3/22/2000,7.49,7.76,7.86,8.25
3/23/2000,7.49,7.77,7.8,8.3
3/24/2000,7.6,7.89,7.89,8.39
3/27/2000,7.56,7.83,7.86,8.33
3/28/2000,7.52,7.79,7.86,8.34
3/29/2000,7.56,7.78,7.91,8.31
3/30/2000,7.41,7.67,7.81,8.27
3/31/2000,7.42,7.68,7.78,8.16
4/3/2000,7.37,7.6,7.75,8.22
4/4/2000,7.21,7.51,7.64,8.12
4/5/2000,7.25,7.54,7.55,8.2
4/6/2000,7.3,7.53,7.65,8.09
4/7/2000,7.26,7.46,7.53,8.02
4/10/2000,7.16,7.45,7.53,7.99
4/11/2000,7.24,7.57,7.62,8.09
4/12/2000,7.37,7.66,7.65,8.19
4/13/2000,7.32,7.62,7.69,8.17
4/14/2000,7.21,7.52,7.55,8.09
4/17/2000,7.28,7.7,7.71,8.21
4/18/2000,7.34,7.71,7.74,8.25
4/19/2000,7.32,7.66,7.67,8.21
4/20/2000,7.33,7.61,7.68,8.15
4/24/2000,7.3,7.61,7.76,8.23
4/25/2000,7.45,7.73,7.8,8.31
4/26/2000,7.46,7.78,7.84,8.32
4/27/2000,7.6,7.87,7.89,8.39
4/28/2000,7.63,7.82,7.96,8.33
5/1/2000,7.66,7.88,7.98,8.29
5/2/2000,7.69,7.93,8.04,8.42
5/3/2000,7.74,8.02,8.06,8.48
5/4/2000,7.77,8.06,8.19,8.54
5/5/2000,7.82,8.08,8.26,8.58
5/8/2000,7.92,8.16,8.25,8.74
5/9/2000,7.81,8.13,8.27,8.63
5/10/2000,7.79,8.09,8.17,8.53
5/11/2000,7.76,8.07,8.15,8.55
5/12/2000,7.86,8.11,8.21,8.66
5/15/2000,7.81,8.06,8.16,8.56
5/16/2000,7.81,8.02,8.11,8.49
5/17/2000,7.82,8.14,8.15,8.53
5/18/2000,7.84,8.18,8.22,8.7
5/19/2000,7.78,8.11,8.2,8.62
5/22/2000,7.74,8.07,8.1,8.61
5/23/2000,7.77,8.06,8.14,8.59
5/24/2000,7.79,8.05,8.18,8.57
5/25/2000,7.7,7.96,8.14,8.56
5/26/2000,7.66,7.96,8.04,8.5
5/30/2000,7.71,7.97,8.08,8.47
5/31/2000,7.59,7.86,8.05,8.42
6/1/2000,7.53,7.83,7.91,8.35
6/2/2000,7.43,7.76,7.9,8.26
